id,CountryID,City,DistrictID,District,Name,Addr,Remark,InstantCashDeposit,RMBCashWithrawal,ChequeDeposit,PassbookUpdate,BarrierFree,ATM1,ATM2,ATM3,ATM4,ATM5,ATM6,ATM7,ATM8,ATM9,ATM10,lat,lng
10116,Hong Kong,New Territories,New Territories Tsuen Wan,Tsuen Wan,Tsuen Wan - Tsuen Wan Plaza,"Open area near Elevator No.30 Basement 1, Tsuen Wan Plaza, 4-30 Tai Po Street, Tsuen Wan",Service hours: 7:00 am - 11:00 pm,,,,,,7156,,,,,,,,,,22.370425,114.111772
10117,Hong Kong,New Territories,New Territories Tuen Mun,Tuen Mun,Tuen Mun - Butterfly Plaza,"ATM 2, Level 2, Butterfly Plaza, Tuen Mun",Service hours: 6:00 am - 12:00 am,,,,,,6526,,,,,,,,,,22.374824,113.963456
10118,Hong Kong,New Territories,New Territories Tuen Mun,Tuen Mun,Tuen Mun - Lingnan University,"Shop MBG 13, Patrick Lee Wan Keung Academic Building, Lingnan University, 8 Castle Peak Road, Tuen Mun",Service hours: 24 hours,Y,,Y,Y,Y,0826,,,,,,,,,,22.410334,113.982899
10119,Hong Kong,New Territories,New Territories Tuen Mun,Tuen Mun,Tuen Mun - Po Tin Interim Housing Estate,"Open space near the Main Entrance adjacent to Shop No. 10, G/F, Po Tin Shopping Centre, Po Tin Interim Housing Estate, Tuen Mun",Service hours: 7:00 am - 12:00 am,,,,,,7246,,,,,,,,,,22.409343,113.966653
10120,Hong Kong,New Territories,New Territories Tuen Mun,Tuen Mun,Tuen Mun - Sam Shing Estate,"Open space opposite to Shop 3, G/F, Commercial Centre, Sam Shing Estate, Tuen Mun",Service hours: 24 hours,,,,,,7276,,,,,,,,,,22.381066,113.978114
10121,Hong Kong,New Territories,New Territories Tuen Mun,Tuen Mun,Tuen Mun - Tuen Mun Town Plaza,"Shop Nos. 2-10, UG/F, Tuen Mun Town Plaza Phase II, 3 Tuen Lung Street, Tuen Mun",Service hours: 7:00 am - 12:00 am,Y,Y,Y,Y,Y,0496,0497,0498,,,,,,,,22.393852,113.976088
10122,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Tin Shui Wai - Fortune Kingswood,"Shop 103 & 103A, 1/F, Phase 2, Fortune Kingswood, 18 Tin Yan Road, Tin Shui Wai",Service hours: 8:30 am - 10:00 pm,,,,,Y,7476,,,,,,,,,,22.45713,114.004396
10123,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Tin Shui Wai - Tin Chak Estate,"Open Space beside escalator opposite to Shop 5, G/F, Tin Chak Shopping Centre, Tin Chak Estate, Tin Shui Wai",Service hours: 6:00 am - 1:00 am,,,,,Y,7646,7647,,,,,,,,,22.46839,113.99869
10124,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Tin Shui Wai - Tin Yiu Plaza,"ATM 1, G/F, Tin Yiu Plaza, 2 Tin Wu Road, Tin Shui Wai",Service hours: 6:00 am - 12:00 am,,,,,,6736,,,,,,,,,,22.450977,114.002353
10125,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Yuen Long - Castle Peak Road,"77 Castle Peak Road, Yuen Long",Service hours: 24 hours,Y,Y,Y,Y,,0426,0427,0428,,,,,,,,22.444588,114.029541
10126,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Yuen Long - Yuen Long Plaza,"1/F, Yuen Long Plaza, 249 - 251 Castle Peak Road, Yuen Long",Service hours: 7:00 am - 11:00 pm,,,,,Y,7316,,,,,,,,,,22.444895,114.023903
10127,Hong Kong,Outlying Island,Outlying Island Outlying Island,Outlying Island,Lantau Island - Silvermine Bay,"Shop A2, Silver Centre Building, Silvermine Bay, Lantau Island",Service hours: 24 hours,Y,,Y,Y,,1176,,,,,,,,,,22.264815,114.000631
10128,Hong Kong,Outlying Island,Outlying Island Outlying Island,Outlying Island,Lantau Island - Tai O,"G/F, 6-8 Market Street, Tai O, Lantau Island ",Service hours: 24 hours,Y,,Y,Y,,1156,,,,,,,,,,22.25418,113.862169
10129,Hong Kong,Outlying Island,Outlying Island Outlying Island,Outlying Island,Tung Chung - Fu Tung Estate,"Shop No. 11, G/F, Fu Tung Plaza, Fu Tung Estate, Tung Chung, Lantau Island",Service hours: 24 hours,Y,Y,Y,Y,Y,0946,,,,,,,,,,22.28849,113.941964
10130,Hong Kong,Outlying Island,Outlying Island Outlying Island,Outlying Island,Tung Chung - Yat Tung Shopping Centre,"ATM 4, G/F, Yat Tung Shopping Centre, Tung Chung, Lantau Island",Service hours: 7:00 am - 11:00 pm,,Y,,,,6606,,,,,,,,,,22.28141,113.934771
10131,Hong Kong,New Territories,New Territories Kwai Tsing,Kwai Tsing,Tsing Yi - MTR Tsing Yi Station,"ATM 15 & 16, 4/F MTR Station (near ticket vending machines), Tsing Yi",Service hours: 6:00 am - 1:00 am,,,,,,6756,6757,,,,,,,,,22.35851,114.1069657
10132,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Central - General Post Office,"1/F, 2 Connaught Place, Central",Service hours: Monday to Saturday: 8:00 am - 6:00 pm (Closed on Sunday),,,,,Y,6816,,,,,,,,,,22.28361,114.159561
10133,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Yuen Long - San Tin Post Office,"San Tin Post Office , 1A Castle Peak Road, San Tin Section, San Tin, Yuen Long",Service hours: Monday to Friday: 9:30 am - 4:30 pm Saturday: 9:30 am - 1:00 pm (Closed on Sunday),,,,,Y,6836,,,,,,,,,,22.499374,114.07819
10134,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Mongkok - Hoi Fu Shopping Centre,"ATM 2 near the main escalator, 1/F, Hoi Fu Shopping Centre, 2 Hoi Ting Road, Mongkok, KLN",Service hours: 6:00 am - 12:00 midnight,,,,,Y,6856,,,,,,,,,,22.315624,114.164504
10135,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Yaumatei - MTR Yaumatei Station,"Shop 2, MTR Yaumatei Station, Kowloon (near Exit D to Waterloo Road)",Service hours: 6:00 am - 1:00 am,Y,Y,,,Y,6786,6787,,,,,,,,,22.3129,114.170815
10136,Hong Kong,New Territories,New Territories Kwai Tsing,Kwai Tsing,Kwai Hing - MTR Kwai Hing Station,"Shop 2, MTR Kwai Hing Station, NT (near Exit A to Kwai Hing Estate)",Service hours: 6:00 am - 1:00 am,,Y,,,,6796,6797,,,,,,,,,22.363789,114.131185
10137,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Pokfulam - The University of Hong Kong,"Outdoor Area of 2/F Chong Yuet Ming Amenities Centre, Main Campus, The University of Hong Kong",Service hours: 24 hours,,,,,Y,6906,,,,,,,,,,22.282678,114.139076
10138,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Central - MTR Hong Kong Station,"HOK ATM 15a & ATM 15b at L3 Tung Chung Line,Concourse level of MTR  Hong Kong Station, Hong Kong (near Exit D to Exchange Square III & Exit E to One ifc)",Service hours: 6:00 am - 12:30 am,,Y,,,,6866,6867,,,,,,,,,22.284738,114.158185
10139,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,The Peak - Matilda Int'l Hosp,"G/F at the entrance area of staff canteen, Grayburn Wing, Matilda International Hospital, 41 Mount Kellett Road, The Peak ",Service hours: 24 hours,,,,,,6926,,,,,,,,,,22.259664,114.149596
10140,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Central - Des Voeux Road Central,"Near the main escalator on L/F Main Branch, 10 Des Voeux Road Central, Central",Service hours: 24 hours,Y,,Y,,Y,0146,,,,,,,,,,22.280881,114.158276
10142,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Tsim Sha Tsui - Harbour City,"Lift lobby area at Level 3 of Tower 5, The Gateway, Harbour City, 3-27 Canton Road, Tsim Sha Tsui",Service hours: 10:00 am - 10:00 pm,Y,Y,,,Y,6946,6947,,,,,,,,,22.297639,114.168213
10143,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Central - IFC Mall,"Shop 1105A, Podium Level 1, IFC Mall, 1 Harbour View Street, Central",Service hours: 10:00 am - 10:00 pm,,Y,,,,6966,,,,,,,,,,22.285657,114.158839
10144,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Mongkok - MOKO,"Level 2, MOKO, Grand Century Place,193 Prince Edward Road West, Mongkok, Kowloon",Service hours: 10:00 am - 10:00 pm,,,,,,6976,,,,,,,,,,22.3231119,114.1721545
10145,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Yuen Long - YOHO Mall,"Shop 1071, Level 1, YOHO MALL I, 9 Yuen Lung Street, Yuen Long",Service hours: 24 hours,Y,Y,Y,Y,Y,1536,1537,,,,,,,,,22.4435675,114.0368254
10146,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Jordan - Everest Building,"Shop E & F, G/F, Everest Building , 241-243 Nathan Road, Jordan",Service hours: 24 hours,Y,,Y,Y,,1546,,,,,,,,,,22.3050959,114.1713386
10147,Hong Kong,Hong Kong Island,Hong Kong Island Wanchai,Wanchai,Wanchai - Convention Plaza Shopping Arcade,"Shop 101, 1/F, Convention Plaza Shopping Arcade, 1 Harbour Road, Wanchai",Service hours: 24 hours,Y,Y,Y,Y,Y,1556,,,,,,,,,,22.280957,114.173379
10148,Hong Kong,Kowloon,Kowloon Wong Tai Sin,Wong Tai Sin,Diamond Hill - Plaza Hollywood,"Shop 102A, Level 1, Plaza Hollywood, 3 Lung Poon Street, Diamond Hill",Service hours: 7:00 am - 12:00 midnight,Y,Y,Y,Y,Y,0466,0467,,,,,,,,,22.340358,114.202356
10149,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Admiralty - Pacific Place,"Shop 355, Pacific Place, 88 Queensway, Admiralty",Service hours: 24 hours,Y,Y,,,Y,6996,6997,,,,,,,,,22.2772226,114.1650717
10150,Hong Kong,Kowloon,Kowloon Kowloon City,Kowloon City,Hung Hom - Wonderful Worlds of Whampoa,"Shop 12G2, G/F, Site 12, Wonderful Worlds of Whampoa, Hunghom",Service hours: 7:00 am - 12:00 midnight,Y,Y,,Y,Y,3006,3007,,,,,,,,,22.305995,114.190999
10151,Hong Kong,New Territories,New Territories Tsuen Wan,Tsuen Wan,Tsuen Wan - 313 Sha Tsui Road,"Shop 5, G/F, Chung On Building, 297-313 Sha Tsui Road, Tsuen Wan",Service hours: 24 hours,Y,,Y,Y,,0297,,,,,,,,,,22.3691242,114.1180412
10152,Hong Kong,New Territories,New Territories Yuen Long,Yuen Long,Tin Shui Wai - One Sky Mall,"Shop 1095-1096, 1/F, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai",Service hours: 7:00 am - 23:00 pm,Y,Y,,Y,Y,3016,3017,,,,,,,,,22.4647433,114.0030365
10153,Hong Kong,Hong Kong Island,Hong Kong Island Eastern,Eastern,Siu Sai Wan - Siu Sai Wan Plaza,"1/F, Siu Sai Wan Plaza, 10 Siu Sai Wan Road, Siu Sai Wan, Hong Kong",Service hours: 24 hours,Y,,,,Y,3026,,,,,,,,,,22.2627197,114.2487055
10154,Hong Kong,Hong Kong Island,Hong Kong Island Southern,Southern,Wong Chuk Hang - Gleneagles Hong Kong Hospital,"G/F lobby area of Gleneagles Hong Kong Hospital, 1 Nam Fung Path, Wong Chuk Hang",Service hours: 24 hours,,,,,,3036,,,,,,,,,,22.2518356,114.1764725
10155,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Tsim Sha Tsui - Carnarvon Plaza,"G/F, Carnarvon Plaza, 20 Carnarvon Road, Tsim Sha Tsui",Service hours: 6:00 am - 1:00 am,Y,Y,,Y,Y,3046,3047,,,,,,,,,22.2991131,114.1730584
10156,Hong Kong,Hong Kong Island,Hong Kong Island Wanchai,Wanchai,Causeway Bay - The Sharp,"G/F, The Sharp,  11 Sharp Street East, Causeway Bay, Hong Kong",Service hours: 24 hours,Y,Y,Y,Y,,1516,1517,,,,,,,,,22.277942,114.182383
10157,Hong Kong,Hong Kong Island,Hong Kong Island Central and Western,Central and Western,Central - 33 Des Voeux Road,"5/F, 33 Des Voeux Road Central, Central","Service hours: Monday - Friday (9:00 am - 5:00 pm), Sat (9:00 am - 1:00 pm)",Y,,Y,Y,Y,0406,,,,,,,,,,22.283037,114.157263
10158,Hong Kong,Kowloon,Kowloon Kwun Tong,Kwun Tong,Kwun Tong - 7 Hong Ning Road,"7 Hong Ning Road, Kwun Tong",Service hours: 24 hours,Y,,,,,3076,,,,,,,,,,22.314036,114.223249
10159,Hong Kong,New Territories,New Territories North,North,Fanling - Regentville,"L1 ATM, Regentville, 8 Wo Mun Street, Luen Wo Hui, Fanling, New Territories",Service hours: 6:00 am - 12:00 midnight,Y,Y,,,Y,3056,,,,,,,,,,22.500947,114.143849
10160,Hong Kong,Kowloon,Kowloon Wong Tai Sin,Wong Tai Sin,Lok Fu - Lok Fu Plaza,"ATMs at Atrium of Lok Fu Plaza, Wang Tau Hom ",Service hours: 24 hours,Y,Y,,,Y,6986,6987,6988,,,,,,,,22.338884,114.187042
10161,Hong Kong,Kowloon,Kowloon Sham Shui Po,Sham Shui Po,Cheung Sha Wan - Castle Peak Road,"At the main entrance of Heya Crystal Shopping Centre G/F 399 Castle Peak Road, Cheung Sha Wan, Kowloon",Service hours: 6:30 am - 12:00 midnight,,,,,Y,3116,,,,,,,,,,22.339148,114.154935
10162,Hong Kong,Kowloon,Kowloon Yau Tsim Mong,Yau Tsim Mong,Mong Kok - T.O.P.,"Shop G07, G/F, T.O.P This is Our Place at 700 Nathan Road, Mongkok",Service hours: 24 hours,Y,,,,,3066,3067,,,,,,,,,22.320729,114.16934
